,,open,high,low,close,,time,,vpin,cdfvpin,diff,date,,,,
33093,7,275.71,275.7,275.52,275.53,9.52E+05,20,0,0.22978,0.41574,-0.18,2018/12/7 14:51,,,,
33114,7,275.53,277.5,275.46,277.4,1.05E+06,83,0,0.26103,0.58481,1.87,2018/12/7 15:19,,,,
33198,10,277.5,278.02,277.55,278.02,1.12E+06,26,0,0.29088,0.75721,0.52,2018/12/10 9:08,,,,
33225,10,278.05,278.05,277.91,277.94,1.07E+06,20,0,0.29296,0.77162,-0.11,2018/12/10 9:38,,,,
33246,10,277.95,278,277.96,278,1.11E+06,6,0,0.2877,0.74058,0.05,2018/12/10 10:00,,,,
33253,10,278,278.16,278,278.15,9.77E+05,18,0,0.29314,0.77273,0.15,2018/12/10 10:08,,,,
33272,10,278.15,278.22,278.11,278.2,9.99E+05,14,0,0.28808,0.74446,0.05,2018/12/10 10:27,,,,
33287,10,278.22,278.22,278.01,278,9.75E+05,23,0,0.29916,0.80765,-0.22,2018/12/10 10:45,,,,
33311,10,278,278.11,277.9,278,9.80E+05,21,0,0.2883,0.74612,0,2018/12/10 11:10,,,,
33333,10,278.05,278.23,278.05,278.18,9.76E+05,36,0,0.29131,0.76053,0.13,2018/12/10 13:37,,,,
33370,10,278.24,278.32,278.2,278.28,9.79E+05,17,0,0.28465,0.72173,0.04,2018/12/10 14:15,,,,
33388,10,278.28,278.38,278.31,278.32,1.08E+06,7,0,0.27726,0.68182,0.04,2018/12/10 14:33,,,,
33396,10,278.39,278.49,278.39,278.42,1.18E+06,5,0,0.26805,0.62361,0.03,2018/12/10 14:41,,,,
33402,10,278.42,278.43,278.34,278.39,9.92E+05,16,0,0.26016,0.57927,-0.03,2018/12/10 14:47,,,,
33419,10,278.39,278.6,278.4,278.56,1.03E+06,9,0,0.26715,0.61641,0.17,2018/12/10 15:06,,,,
33429,10,278.6,278.7,278.65,278.67,1.01E+06,9,0,0.26382,0.59867,0.07,2018/12/10 15:16,,,,
33439,10,278.67,278.86,277.81,278.3,1.09E+06,131,0,0.28625,0.73226,-0.37,2018/12/10 15:26,,,,
33571,11,278.4,278.5,278.2,278.11,1.03E+06,23,0,0.30245,0.82151,-0.29,2018/12/11 9:24,,,,
33595,11,278.2,278.3,278.22,278.25,1.08E+06,14,0,0.29643,0.78991,0.05,2018/12/11 9:50,,,,
33610,11,278.3,278.3,278.26,278.22,1.88E+06,4,0,0.29235,0.76774,-0.08,2018/12/11 10:06,,,,
33615,11,278.25,278.22,278.1,278.1,1.13E+06,8,0,0.29784,0.79989,-0.15,2018/12/11 10:12,,,,
33624,11,278.16,278.21,278.16,278.2,1.04E+06,13,0,0.29113,0.75998,0.04,2018/12/11 10:22,,,,
33638,11,278.21,278.34,278.23,278.33,1.31E+06,6,0,0.29351,0.77494,0.12,2018/12/11 10:37,,,,
33645,11,278.34,278.37,278.26,278.26,9.60E+05,19,0,0.29142,0.76109,-0.08,2018/12/11 10:44,,,,
33665,11,278.33,278.33,278.15,278.16,2.21E+06,19,0,0.30509,0.83038,-0.17,2018/12/11 11:06,,,,
33685,11,278.2,278.2,278.21,278.16,9.75E+05,0,0,0.29913,0.8071,-0.04,2018/12/11 11:28,,,,
33686,11,278.2,278.33,278.18,278.25,1.21E+06,15,0,0.29303,0.77217,0.05,2018/12/11 11:29,,,,
33702,11,278.29,278.27,278.25,278.23,1.24E+06,4,0,0.28819,0.74501,-0.06,2018/12/11 13:45,,,,
33707,11,278.24,278.35,278.27,278.34,1.09E+06,6,0,0.28822,0.74557,0.1,2018/12/11 13:50,,,,
33714,11,278.35,278.37,278.33,278.34,9.96E+05,11,0,0.2796,0.69845,-0.01,2018/12/11 13:57,,,,
33726,11,278.35,278.34,278.23,278.23,9.85E+05,13,0,0.28207,0.70953,-0.12,2018/12/11 14:09,,,,
33740,11,278.25,278.34,278.26,278.26,9.90E+05,10,0,0.27422,0.66519,0.01,2018/12/11 14:23,,,,
33751,11,278.27,278.29,278.12,278.25,9.49E+05,19,0,0.26765,0.61973,-0.02,2018/12/11 14:35,,,,
33771,11,278.26,278.53,277.51,277.9,9.44E+05,77,0,0.28638,0.73282,-0.36,2018/12/11 14:59,,,,
33849,11,277.9,278,277.11,277.4,1.35E+06,57,0,0.31771,0.87029,-0.5,2018/12/11 22:34,,,,
33907,12,277.4,277.35,277.3,277.3,1.07E+06,3,0,0.31758,0.86918,-0.1,2018/12/12 9:42,,,,
33911,12,277.31,277.33,277.3,277.32,1.12E+06,5,0,0.30735,0.8398,0.01,2018/12/12 9:47,,,,
33917,12,277.32,277.3,277.32,277.3,1.65E+06,0,0,0.29408,0.77938,-0.02,2018/12/12 9:53,,,,
33918,12,277.3,277.3,277.2,277.21,9.62E+05,15,0,0.29332,0.77384,-0.09,2018/12/12 9:54,,,,
33934,12,277.21,277.3,277.2,277.23,9.55E+05,17,0,0.28583,0.72894,0.02,2018/12/12 10:11,,,,
33952,12,277.22,277.29,277.23,277.29,1.06E+06,5,0,0.28288,0.71397,0.07,2018/12/12 10:32,,,,
33958,12,277.3,277.35,277.3,277.29,1.74E+06,8,0,0.26781,0.62084,-0.01,2018/12/12 10:41,,,,
33967,12,277.3,277.32,277.32,277.32,1.53E+06,2,0,0.25655,0.55488,0.02,2018/12/12 10:50,,,,
33970,12,277.32,277.32,277.32,277.3,9.52E+05,1,0,0.24961,0.5061,-0.02,2018/12/12 10:53,,,,
33972,12,277.3,277.35,277.34,277.3,1.18E+06,1,0,0.2389,0.45067,0,2018/12/12 10:55,,,,
33974,12,277.3,277.34,277.34,277.31,1.04E+06,4,0,0.23042,0.41851,0.01,2018/12/12 10:57,,,,
33979,12,277.34,277.35,277.35,277.35,2.84E+06,1,0,0.21094,0.33481,0.01,2018/12/12 11:02,,,,
33981,12,277.35,277.35,277.35,277.35,1.81E+06,0,0,0.1973,0.27439,0,2018/12/12 11:04,,,,
33982,12,277.35,277.36,277.35,277.34,1.41E+06,1,0,0.18796,0.22672,-0.01,2018/12/12 11:05,,,,
33984,12,277.35,277.36,277.36,277.35,1.97E+06,0,0,0.1745,0.17406,0,2018/12/12 11:07,,,,
33985,12,277.36,277.37,277.37,277.36,1.13E+06,0,0,0.16594,0.14412,0,2018/12/12 11:08,,,,
33986,12,277.37,277.38,277.37,277.38,1.01E+06,2,0,0.15913,0.12528,0.01,2018/12/12 11:09,,,,
33989,12,277.38,277.4,277.4,277.4,1.54E+06,1,0,0.15222,0.10865,0.02,2018/12/12 11:12,,,,
33991,12,277.4,277.42,277.4,277.4,9.72E+05,2,0,0.14587,0.094789,0,2018/12/12 11:14,,,,
33994,12,277.42,277.45,277.35,277.4,1.05E+06,7,0,0.14115,0.08204,-0.02,2018/12/12 11:17,,,,
34002,12,277.4,277.53,277.4,277.45,1.04E+06,3,0,0.13925,0.075942,0.05,2018/12/12 11:26,,,,
34006,12,277.41,277.41,277.23,277.24,1.04E+06,19,0,0.14785,0.099778,-0.17,2018/12/12 13:30,,,,
34026,12,277.25,277.26,277.23,277.24,1.70E+06,8,0,0.13989,0.077051,-0.01,2018/12/12 13:50,,,,
34035,12,277.24,277.24,277.24,277.23,1.68E+06,0,0,0.13259,0.066519,-0.01,2018/12/12 13:59,,,,
34036,12,277.24,277.23,277.24,277.23,2.24E+06,0,0,0.12393,0.055432,-0.01,2018/12/12 14:00,,,,
34037,12,277.23,277.23,277.12,277.13,9.47E+05,16,0,0.12648,0.060976,-0.1,2018/12/12 14:01,,,,
34054,12,277.15,277.17,277.1,277.16,9.98E+05,18,0,0.12162,0.053769,0.01,2018/12/12 14:18,,,,
34073,12,277.16,277.31,277.06,277.11,9.87E+05,22,0,0.12019,0.049889,-0.05,2018/12/12 14:39,,,,
34096,12,277.14,277.21,277.14,277.06,9.60E+05,12,0,0.12115,0.053215,-0.08,2018/12/12 15:04,,,,
34109,12,277.2,277.55,277,277,1.12E+06,96,0,0.13296,0.068182,-0.2,2018/12/12 15:24,,,,
34206,13,277,277.01,276.8,276.8,1.20E+06,23,0,0.14568,0.094235,-0.2,2018/12/13 9:14,,,,
34230,13,276.86,276.98,276.86,276.91,9.70E+05,5,0,0.14397,0.089246,0.05,2018/12/13 9:49,,,,
34236,13,276.95,277.05,276.95,277.01,1.29E+06,5,0,0.14385,0.088692,0.06,2018/12/13 9:55,,,,
34242,13,277.05,277.1,277.05,277.1,1.88E+06,4,0,0.14296,0.086475,0.05,2018/12/13 10:02,,,,
34247,13,277.1,277.1,277.1,277.1,1.93E+06,0,0,0.13384,0.068736,0,2018/12/13 10:07,,,,
34248,13,277.1,277.07,277.07,277.07,1.02E+06,1,0,0.13137,0.065965,-0.03,2018/12/13 10:08,,,,
34250,13,277.07,277.07,277.05,277.05,1.46E+06,4,0,0.12728,0.062639,-0.02,2018/12/13 10:10,,,,
34255,13,277.05,277.06,277.1,277.05,1.58E+06,0,0,0.12035,0.050443,0,2018/12/13 10:16,,,,
34256,13,277.05,277.05,277.05,277.05,1.03E+06,3,0,0.11566,0.045455,0,2018/12/13 10:17,,,,
34260,13,277.05,277.05,277,277,1.27E+06,4,0,0.1157,0.046009,-0.05,2018/12/13 10:21,,,,
34265,13,277.01,277.01,276.98,276.98,9.63E+05,6,0,0.11425,0.0449,-0.03,2018/12/13 10:28,,,,
34272,13,276.98,276.98,276.9,276.94,9.73E+05,11,0,0.11363,0.044346,-0.04,2018/12/13 10:36,,,,
34284,13,276.94,276.94,276.9,276.9,9.78E+05,2,0,0.11302,0.043237,-0.04,2018/12/13 10:50,,,,
34287,13,276.9,276.95,276.88,276.9,1.16E+06,15,0,0.10836,0.04102,0,2018/12/13 10:53,,,,
34303,13,276.92,276.92,276.91,276.88,1.64E+06,2,0,0.1081,0.040466,-0.04,2018/12/13 11:11,,,,
34306,13,276.88,276.9,276.9,276.88,9.50E+05,0,0,0.10424,0.037694,0,2018/12/13 11:14,,,,
34307,13,276.9,276.9,276.9,276.88,2.30E+06,1,0,0.10044,0.036585,-0.02,2018/12/13 11:15,,,,
34309,13,276.9,276.92,276.92,276.9,9.83E+05,0,0,0.096705,0.034922,0,2018/12/13 11:17,,,,
34310,13,276.9,276.92,276.92,276.9,1.12E+06,1,0,0.092542,0.030488,0,2018/12/13 11:18,,,,
34312,13,276.9,276.9,276.9,276.87,1.08E+06,1,0,0.09177,0.028825,-0.03,2018/12/13 11:20,,,,
34314,13,276.88,277,276.88,276.92,1.07E+06,10,0,0.092627,0.031596,0.04,2018/12/13 11:22,,,,
34325,13,276.95,276.97,276.95,276.96,1.79E+06,2,0,0.089408,0.026053,0.01,2018/12/13 13:33,,,,
34328,13,276.97,277,277,276.97,1.30E+06,0,0,0.086004,0.022727,0,2018/12/13 13:36,,,,
34329,13,277,277,277.01,277,1.43E+06,1,0,0.082323,0.019401,0,2018/12/13 13:37,,,,
34331,13,277,277,277,277,2.03E+06,0,0,0.077449,0.014412,0,2018/12/13 13:39,,,,
34332,13,277,277.03,277.03,277,3.77E+06,0,0,0.069355,0.012195,0,2018/12/13 13:40,,,,
34333,13,277,277.04,277.04,277,1.27E+06,0,0,0.066778,0.0099778,0,2018/12/13 13:41,,,,
34334,13,277.04,277.06,277.05,277.05,9.65E+05,2,0,0.065523,0.0088692,0.01,2018/12/13 13:42,,,,
34337,13,277.06,277.1,277.08,277.08,2.11E+06,1,0,0.064829,0.0083149,0.02,2018/12/13 13:45,,,,
34339,13,277.1,277.15,277.15,277.12,1.50E+06,1,0,0.064266,0.0077605,0.02,2018/12/13 13:47,,,,
34341,13,277.14,277.11,277.11,277.1,1.68E+06,1,0,0.066277,0.0094235,-0.04,2018/12/13 13:49,,,,
34343,13,277.1,277.1,277.11,277.1,1.02E+06,0,0,0.064088,0.0072062,0,2018/12/13 13:51,,,,
34344,13,277.1,277.11,277.1,277.1,1.04E+06,1,0,0.061807,0.0049889,0,2018/12/13 13:52,,,,
34346,13,277.12,277.13,277.12,277.12,9.89E+05,4,0,0.059532,0.0038803,0,2018/12/13 13:56,,,,
34351,13,277.13,277.2,277.13,277.18,9.79E+05,6,0,0.061234,0.0044346,0.05,2018/12/13 14:01,,,,
34358,13,277.21,277.22,277.15,277.15,1.04E+06,7,0,0.063852,0.0066519,-0.06,2018/12/13 14:08,,,,
34366,13,277.15,277.17,277.15,277.12,9.54E+05,3,0,0.063769,0.0060976,-0.03,2018/12/13 14:16,,,,
34370,13,277.15,277.15,276.98,276.99,1.03E+06,10,0,0.074297,0.013304,-0.16,2018/12/13 14:20,,,,
34381,13,276.99,277,276.99,276.99,1.06E+06,1,0,0.071407,0.012749,0,2018/12/13 14:31,,,,
34383,13,277,277,276.99,276.99,1.88E+06,2,0,0.068425,0.011086,-0.01,2018/12/13 14:33,,,,
34386,13,276.99,277.03,277,277.03,1.19E+06,7,0,0.069285,0.011641,0.04,2018/12/13 14:37,,,,
34394,13,277.03,277.03,277.03,277.03,2.57E+06,2,0,0.063614,0.0055432,0,2018/12/13 14:45,,,,
34397,13,277.03,277.03,277.03,277.03,2.11E+06,0,0,0.059359,0.0033259,0,2018/12/13 14:48,,,,
34398,13,277.03,277.03,277.03,277.03,2.12E+06,0,0,0.0553,0.0022173,0,2018/12/13 14:49,,,,
34399,13,277.03,277.04,277.09,277.03,9.60E+05,0,0,0.053051,0.001663,0,2018/12/13 14:50,,,,
34400,13,277.04,277.04,277.01,277.01,9.50E+05,3,0,0.053038,0.0011086,-0.03,2018/12/13 14:51,,,,
34404,13,277.01,277.05,277.01,277.02,1.43E+06,3,0,0.051299,0.00055432,0.01,2018/12/13 14:55,,,,
34408,13,277.02,277.18,277.04,277.15,9.67E+05,12,0,0.058842,0.0027716,0.13,2018/12/13 15:01,,,,
34421,13,277.15,277.21,277.05,277.02,1.02E+06,14,0,0.066858,0.010532,-0.13,2018/12/13 15:14,,,,
34436,13,277.2,278,276.6,276.91,9.50E+05,95,0,0.083722,0.02051,-0.29,2018/12/13 15:29,,,,
34532,14,277,277.05,277,277,1.15E+06,9,0,0.081092,0.018293,0,2018/12/14 9:28,,,,
34542,14,277.05,277.12,277.05,277.1,1.56E+06,7,0,0.0843,0.021619,0.05,2018/12/14 9:45,,,,
34550,14,277.15,277.3,277.15,277.3,1.20E+06,9,0,0.096171,0.034368,0.15,2018/12/14 9:57,,,,
34560,14,277.3,277.3,277.3,277.3,1.87E+06,2,0,0.091893,0.029379,0,2018/12/14 10:07,,,,
34563,14,277.3,277.3,277.3,277.3,2.79E+06,1,0,0.08568,0.022173,0,2018/12/14 10:10,,,,
34565,14,277.3,277.3,277.3,277.3,9.87E+05,1,0,0.08392,0.021064,0,2018/12/14 10:12,,,,
34567,14,277.3,277.29,277.31,277.29,1.11E+06,0,0,0.082777,0.019956,-0.01,2018/12/14 10:14,,,,
34568,14,277.24,277.3,277.3,277.24,1.23E+06,0,0,0.080462,0.017184,0,2018/12/14 10:15,,,,
34569,14,277.3,277.31,277.31,277.3,2.57E+06,0,0,0.075293,0.013858,0,2018/12/14 10:16,,,,
34570,14,277.31,277.3,277.11,277.11,9.87E+05,18,0,0.0879,0.024945,-0.2,2018/12/14 10:17,,,,
34589,14,277.15,277.2,277.11,277.2,1.13E+06,15,0,0.090231,0.027162,0.05,2018/12/14 10:38,,,,
34605,14,277.2,277.24,277.2,277.2,1.04E+06,7,0,0.088263,0.025499,0,2018/12/14 11:00,,,,
34613,14,277.18,277.25,277.18,277.18,9.72E+05,8,0,0.086474,0.023836,0,2018/12/14 11:08,,,,
34622,14,277.18,277.22,276.96,277,1.04E+06,14,0,0.098976,0.035477,-0.18,2018/12/14 11:19,,,,
34637,14,277,277.09,277.05,277.05,1.08E+06,3,0,0.10123,0.03714,0.05,2018/12/14 13:36,,,,
34641,14,277.09,277.1,277.1,277.1,1.43E+06,1,0,0.099188,0.036031,0.01,2018/12/14 13:40,,,,
34643,14,277.1,277.1,277.1,277.1,2.22E+06,0,0,0.09384,0.033814,0,2018/12/14 13:42,,,,
34644,14,277.1,277.1,277.1,277.1,1.47E+06,0,0,0.090666,0.027716,0,2018/12/14 13:43,,,,
34645,14,277.1,277.1,277.11,277.1,1.60E+06,0,0,0.087195,0.02439,0,2018/12/14 13:44,,,,
34646,14,277.1,277.1,277.1,277.1,2.51E+06,0,0,0.081726,0.018847,0,2018/12/14 13:45,,,,
34647,14,277.1,277.09,277.1,277.09,9.79E+05,0,0,0.080664,0.017738,-0.01,2018/12/14 13:46,,,,
34648,14,277.1,277.1,277.1,277.1,1.18E+06,0,0,0.0784,0.015521,0,2018/12/14 13:47,,,,
34649,14,277.13,277.13,277.1,277.1,1.29E+06,4,0,0.07898,0.016075,-0.03,2018/12/14 13:48,,,,
34654,14,277.11,277.16,277.11,277.14,1.16E+06,8,0,0.079476,0.01663,0.03,2018/12/14 13:53,,,,
34663,14,277.15,277.15,277.15,277.13,2.18E+06,2,0,0.078388,0.014967,-0.02,2018/12/14 14:02,,,,
34666,14,277.13,277.13,277.05,277.01,1.11E+06,10,0,0.086398,0.023282,-0.12,2018/12/14 14:05,,,,
34677,14,277.1,277.01,277,277,9.97E+05,5,0,0.091979,0.029933,-0.1,2018/12/14 14:16,,,,
34683,14,277.01,277.07,277.01,277.01,9.59E+05,11,0,0.089593,0.026608,0,2018/12/14 14:22,,,,
34695,14,277.05,277.05,276.94,277,1.14E+06,13,0,0.091414,0.028271,-0.05,2018/12/14 14:35,,,,
34709,14,277.01,277.06,277.02,277.06,1.06E+06,8,0,0.093061,0.033259,0.05,2018/12/14 14:50,,,,
34718,14,277.08,277.13,277.08,277.11,1.03E+06,7,0,0.092914,0.032705,0.03,2018/12/14 14:59,,,,
34726,14,277.13,277.15,277.1,277.1,1.02E+06,12,0,0.092792,0.032151,-0.03,2018/12/14 15:07,,,,
34739,14,277.15,277.2,277.15,277.18,9.82E+05,5,0,0.092621,0.031042,0.03,2018/12/14 15:20,,,,
34745,14,277.18,277.45,276.2,276.85,9.52E+05,16,0,0.11187,0.042683,-0.33,2018/12/14 15:26,,,,
34762,14,276.6,276.9,276.3,276.6,9.58E+05,61,0,0.10889,0.041574,0,2018/12/14 20:53,,,,
34824,17,276.6,276.66,276.6,276.62,9.83E+05,11,0,0.1076,0.039911,0.02,2018/12/17 9:10,,,,
34836,17,276.65,276.81,276.67,276.8,1.26E+06,8,0,0.11977,0.049335,0.15,2018/12/17 9:23,,,,
34845,17,276.8,276.8,276.59,276.55,1.60E+06,22,0,0.14555,0.092572,-0.25,2018/12/17 9:35,,,,
34868,17,276.66,276.66,276.65,276.65,1.13E+06,4,0,0.1428,0.08592,-0.01,2018/12/17 10:13,,,,
34873,17,276.67,276.74,276.67,276.66,1.05E+06,23,0,0.14026,0.078714,-0.01,2018/12/17 10:19,,,,
34897,17,276.69,276.74,276.71,276.73,1.10E+06,4,0,0.14043,0.079268,0.04,2018/12/17 10:48,,,,
34902,17,276.74,276.76,276.75,276.75,1.83E+06,1,0,0.13517,0.071508,0.01,2018/12/17 10:54,,,,
34904,17,276.75,276.74,276.55,276.5,1.17E+06,7,0,0.15397,0.11364,-0.25,2018/12/17 10:56,,,,
34912,17,276.5,276.48,276.4,276.42,9.90E+05,9,0,0.15722,0.12029,-0.08,2018/12/17 11:04,,,,
34922,17,276.42,276.46,276.33,276.31,9.70E+05,11,0,0.16274,0.13415,-0.11,2018/12/17 11:14,,,,
34934,17,276.32,276.45,276.3,276.43,1.05E+06,26,0,0.16854,0.15299,0.11,2018/12/17 11:28,,,,
34961,17,276.45,276.46,276.45,276.45,1.24E+06,7,0,0.16284,0.1347,0,2018/12/17 13:56,,,,
34969,17,276.45,276.46,276.42,276.4,9.87E+05,6,0,0.16299,0.13636,-0.05,2018/12/17 14:04,,,,
34976,17,276.4,276.6,276.45,276.55,9.46E+05,7,0,0.17161,0.16131,0.15,2018/12/17 14:12,,,,
34984,17,276.55,276.62,276.55,276.61,9.57E+05,12,0,0.17288,0.16685,0.06,2018/12/17 14:20,,,,
34997,17,276.61,276.68,276.62,276.66,1.11E+06,15,0,0.17346,0.17073,0.05,2018/12/17 14:33,,,,
35013,17,276.67,276.69,276.61,276.67,9.67E+05,20,0,0.16941,0.15632,0,2018/12/17 14:49,,,,
35034,17,276.68,276.7,276.68,276.7,9.64E+05,4,0,0.16727,0.14856,0.02,2018/12/17 15:10,,,,
35039,17,276.7,276.76,276.7,276.73,1.01E+06,7,0,0.16619,0.14523,0.03,2018/12/17 15:15,,,,
35047,17,276.8,276.81,276.8,276.81,9.49E+05,2,0,0.1632,0.13858,0.01,2018/12/17 15:23,,,,
35050,17,276.81,278.03,276.5,278,1.12E+06,76,0,0.19662,0.26996,1.19,2018/12/17 15:26,,,,
35127,18,278.05,278.28,278.05,278.2,1.08E+06,20,0,0.2066,0.31818,0.15,2018/12/18 9:28,,,,
35148,18,278.21,278.3,278.21,278.3,1.04E+06,13,0,0.21035,0.33259,0.09,2018/12/18 9:50,,,,
35162,18,278.31,278.49,278.31,278.35,9.47E+05,16,0,0.20908,0.32539,0.04,2018/12/18 10:08,,,,
35179,18,278.3,278.4,278.35,278.31,9.52E+05,16,0,0.20454,0.31153,0.01,2018/12/18 10:26,,,,
35196,18,278.32,278.33,278.32,278.31,1.03E+06,3,0,0.19978,0.28936,-0.01,2018/12/18 10:44,,,,
35200,18,278.31,278.39,278.25,278.35,9.90E+05,8,0,0.19839,0.28104,0.04,2018/12/18 10:48,,,,
35209,18,278.39,278.39,278.35,278.38,1.06E+06,7,0,0.19336,0.25166,-0.01,2018/12/18 10:57,,,,
35217,18,278.38,278.41,278.38,278.4,1.23E+06,15,0,0.18859,0.23004,0.02,2018/12/18 11:07,,,,
35233,18,278.4,278.49,278.4,278.37,9.74E+05,8,0,0.18638,0.21785,-0.03,2018/12/18 11:24,,,,
35242,18,278.37,278.39,278.21,278.21,9.95E+05,27,0,0.19688,0.27328,-0.16,2018/12/18 13:35,,,,
35270,18,278.21,278.3,278.22,278.25,1.11E+06,5,0,0.19503,0.2622,0.04,2018/12/18 14:05,,,,
35276,18,278.26,278.34,278.28,278.3,1.11E+06,5,0,0.19291,0.24889,0.04,2018/12/18 14:11,,,,
35282,18,278.3,278.21,278.2,278.18,9.56E+05,2,0,0.19887,0.28437,-0.12,2018/12/18 14:17,,,,
35285,18,278.2,278.24,278.2,278.23,9.52E+05,13,0,0.19572,0.26497,0.03,2018/12/18 14:20,,,,
35299,18,278.23,278.26,278.2,278.21,1.10E+06,10,0,0.1905,0.23947,-0.02,2018/12/18 14:35,,,,
35310,18,278.22,278.22,278.2,278.19,1.20E+06,9,0,0.18607,0.21619,-0.03,2018/12/18 14:47,,,,
35320,18,278.2,278.22,278.19,278.21,1.04E+06,14,0,0.17995,0.19346,0.01,2018/12/18 14:57,,,,
35335,18,278.21,278.56,278.26,278.53,9.90E+05,12,0,0.20077,0.29545,0.32,2018/12/18 15:13,,,,
35348,18,278.5,278.58,277.31,278.5,9.47E+05,33,0,0.19369,0.25333,0,2018/12/18 15:26,,,,
35382,18,278.58,278.59,278.5,278.5,9.72E+05,37,0,0.19462,0.25831,-0.08,2018/12/18 21:23,,,,
35420,19,278.51,278.66,278.5,278.56,9.48E+05,35,0,0.1926,0.24723,0.05,2018/12/19 0:15,,,,
35456,19,278.56,278.6,278.5,278.52,9.46E+05,22,0,0.18964,0.23559,-0.04,2018/12/19 9:39,,,,
35479,19,278.58,278.78,278.58,278.77,9.85E+05,16,0,0.20122,0.29656,0.19,2018/12/19 10:04,,,,
35496,19,278.78,278.85,278.76,278.75,1.01E+06,17,0,0.1966,0.2694,-0.03,2018/12/19 10:22,,,,
35514,19,278.76,278.9,278.78,278.85,9.55E+05,12,0,0.19842,0.2816,0.09,2018/12/19 10:40,,,,
35527,19,278.89,278.88,278.73,278.78,9.99E+05,37,0,0.20229,0.30155,-0.11,2018/12/19 10:56,,,,
35565,19,278.8,278.8,278.76,278.8,1.01E+06,11,0,0.19404,0.25554,0,2018/12/19 13:44,,,,
35577,19,278.8,278.81,278.8,278.78,1.13E+06,7,0,0.18745,0.22339,-0.02,2018/12/19 13:58,,,,
35585,19,278.83,278.83,278.8,278.78,9.80E+05,5,0,0.1854,0.21452,-0.05,2018/12/19 14:06,,,,
35591,19,278.78,278.78,278.66,278.7,1.05E+06,11,0,0.18653,0.2184,-0.08,2018/12/19 14:13,,,,
35603,19,278.7,278.7,278.68,278.69,1.32E+06,6,0,0.17797,0.18459,-0.01,2018/12/19 14:26,,,,
35610,19,278.7,278.71,278.71,278.69,1.06E+06,1,0,0.1713,0.16075,-0.01,2018/12/19 14:33,,,,
35612,19,278.74,278.78,278.7,278.71,9.67E+05,19,0,0.16793,0.14967,-0.03,2018/12/19 14:35,,,,
35632,19,278.72,278.76,278.68,278.68,1.06E+06,9,0,0.16537,0.14191,-0.04,2018/12/19 14:55,,,,
35642,19,278.7,278.74,278.71,278.74,9.55E+05,3,0,0.16293,0.13525,0.04,2018/12/19 15:05,,,,
35646,19,278.74,278.8,278.72,278.8,9.90E+05,5,0,0.16257,0.13248,0.06,2018/12/19 15:10,,,,
35652,19,278.8,278.9,278,278.55,9.54E+05,45,0,0.17897,0.19069,-0.25,2018/12/19 15:16,,,,
35698,19,278.55,279.79,278.01,278.1,9.62E+05,73,0,0.20531,0.31541,-0.45,2018/12/19 21:40,,,,
35772,20,278.18,278.23,278.1,278.15,1.01E+06,14,0,0.20102,0.29601,-0.03,2018/12/20 9:10,,,,
35787,20,278.15,278.2,278.11,278.19,9.44E+05,6,0,0.19823,0.27993,0.04,2018/12/20 9:25,,,,
35794,20,278.22,278.27,278.21,278.23,9.60E+05,10,0,0.19231,0.24557,0.01,2018/12/20 9:32,,,,
35805,20,278.28,278.48,278.29,278.35,1.04E+06,18,0,0.19273,0.24778,0.07,2018/12/20 9:47,,,,
35824,20,278.45,278.44,278.21,278.21,9.97E+05,27,0,0.20916,0.32705,-0.24,2018/12/20 10:07,,,,
35852,20,278.21,278.3,278.21,278.3,1.01E+06,16,0,0.21154,0.33925,0.09,2018/12/20 10:37,,,,
35869,20,278.3,278.35,278.3,278.29,9.65E+05,13,0,0.20527,0.3143,-0.01,2018/12/20 10:57,,,,
35883,20,278.28,278.3,278.16,278.15,1.29E+06,13,0,0.21353,0.34756,-0.13,2018/12/20 11:12,,,,
35897,20,278.15,278.3,278.15,278.3,1.09E+06,9,0,0.22233,0.38636,0.15,2018/12/20 11:26,,,,
35907,20,278.26,278.31,278.3,278.3,1.09E+06,3,0,0.21834,0.36752,0.04,2018/12/20 13:36,,,,
35911,20,278.3,278.33,278.3,278.32,1.68E+06,1,0,0.20857,0.32373,0.02,2018/12/20 13:40,,,,
35913,20,278.33,278.39,278.35,278.38,9.61E+05,13,0,0.20623,0.31652,0.05,2018/12/20 13:42,,,,
35927,20,278.38,278.39,278.34,278.36,9.89E+05,9,0,0.20132,0.29712,-0.02,2018/12/20 13:56,,,,
35937,20,278.37,278.4,278.38,278.4,1.07E+06,3,0,0.19742,0.27605,0.03,2018/12/20 14:06,,,,
35941,20,278.42,278.47,278.42,278.46,1.13E+06,4,0,0.19462,0.25887,0.04,2018/12/20 14:10,,,,
35946,20,278.48,278.55,278.46,278.5,1.22E+06,9,0,0.18902,0.23115,0.02,2018/12/20 14:15,,,,
35956,20,278.6,278.61,278.6,278.61,9.64E+05,3,0,0.18363,0.20676,0.01,2018/12/20 14:25,,,,
35960,20,278.61,278.65,278.65,278.65,1.04E+06,2,0,0.18113,0.19678,0.04,2018/12/20 14:30,,,,
35963,20,278.65,278.61,278.57,278.56,9.60E+05,6,0,0.18386,0.20898,-0.09,2018/12/20 14:33,,,,
35970,20,278.57,278.6,278.55,278.6,9.80E+05,8,0,0.18028,0.19457,0.03,2018/12/20 14:40,,,,
